real_value:5.00 predict_value:5.03
real_value:5.00 predict_value:5.15
real_value:5.00 predict_value:5.20
real_value:6.00 predict_value:5.49
real_value:5.00 predict_value:5.03
real_value:5.00 predict_value:5.09
real_value:5.00 predict_value:5.04
real_value:7.00 predict_value:5.46
real_value:7.00 predict_value:5.38
real_value:5.00 predict_value:5.38
real_value:5.00 predict_value:5.09
real_value:5.00 predict_value:5.38
real_value:5.00 predict_value:5.16
real_value:5.00 predict_value:5.67
real_value:5.00 predict_value:4.80
real_value:5.00 predict_value:4.85
real_value:7.00 predict_value:5.60
real_value:5.00 predict_value:5.48
real_value:4.00 predict_value:5.27
real_value:6.00 predict_value:5.64
real_value:6.00 predict_value:5.43
real_value:5.00 predict_value:5.28
real_value:5.00 predict_value:5.56
real_value:5.00 predict_value:5.07
real_value:6.00 predict_value:5.68
real_value:5.00 predict_value:5.52
real_value:5.00 predict_value:5.37
real_value:5.00 predict_value:5.56
real_value:5.00 predict_value:5.21
real_value:6.00 predict_value:5.38
real_value:5.00 predict_value:5.23
real_value:6.00 predict_value:5.72
real_value:5.00 predict_value:5.13
real_value:6.00 predict_value:5.47
real_value:5.00 predict_value:5.35
real_value:6.00 predict_value:5.25
real_value:6.00 predict_value:5.47
real_value:7.00 predict_value:5.86
real_value:4.00 predict_value:4.75
real_value:5.00 predict_value:5.46
real_value:5.00 predict_value:5.46
real_value:4.00 predict_value:5.26
real_value:6.00 predict_value:6.01
real_value:5.00 predict_value:5.90
real_value:5.00 predict_value:4.97
real_value:4.00 predict_value:5.93
real_value:5.00 predict_value:4.91
real_value:5.00 predict_value:5.59
real_value:5.00 predict_value:5.28
real_value:5.00 predict_value:5.36
real_value:5.00 predict_value:5.34
real_value:6.00 predict_value:5.45
real_value:6.00 predict_value:5.31
real_value:5.00 predict_value:5.12
real_value:6.00 predict_value:5.54
real_value:5.00 predict_value:5.39
real_value:5.00 predict_value:5.68
real_value:5.00 predict_value:4.89
real_value:5.00 predict_value:5.31
real_value:6.00 predict_value:5.26
real_value:5.00 predict_value:5.29
real_value:5.00 predict_value:5.13
real_value:7.00 predict_value:5.39
real_value:5.00 predict_value:5.10
real_value:5.00 predict_value:5.37
real_value:5.00 predict_value:5.37
real_value:5.00 predict_value:5.24
real_value:5.00 predict_value:5.41
real_value:5.00 predict_value:5.90
real_value:6.00 predict_value:5.75
real_value:6.00 predict_value:5.39
real_value:5.00 predict_value:5.01
real_value:5.00 predict_value:5.02
real_value:4.00 predict_value:5.05
real_value:5.00 predict_value:5.40
real_value:5.00 predict_value:5.57
real_value:5.00 predict_value:5.57
real_value:6.00 predict_value:5.61
real_value:5.00 predict_value:5.13
real_value:4.00 predict_value:5.14
real_value:5.00 predict_value:5.23
real_value:5.00 predict_value:5.62
real_value:5.00 predict_value:5.08
real_value:5.00 predict_value:5.43
real_value:6.00 predict_value:5.70
real_value:5.00 predict_value:5.70
real_value:6.00 predict_value:5.85
real_value:5.00 predict_value:5.37
real_value:5.00 predict_value:5.34
real_value:5.00 predict_value:5.05
real_value:5.00 predict_value:4.98
real_value:6.00 predict_value:5.85
real_value:5.00 predict_value:5.82
real_value:5.00 predict_value:5.37
real_value:4.00 predict_value:4.71
real_value:6.00 predict_value:6.00
real_value:5.00 predict_value:5.50
real_value:5.00 predict_value:5.41
real_value:5.00 predict_value:4.98
real_value:6.00 predict_value:5.28
real_value:6.00 predict_value:5.31
real_value:6.00 predict_value:5.74
real_value:6.00 predict_value:5.28
real_value:5.00 predict_value:4.96
real_value:5.00 predict_value:5.32
real_value:5.00 predict_value:4.96
real_value:5.00 predict_value:5.59
real_value:5.00 predict_value:5.13
real_value:6.00 predict_value:5.36
real_value:5.00 predict_value:4.88
real_value:5.00 predict_value:5.43
real_value:5.00 predict_value:5.14
real_value:5.00 predict_value:5.16
real_value:6.00 predict_value:5.68
real_value:5.00 predict_value:5.43
real_value:6.00 predict_value:5.62
real_value:6.00 predict_value:5.37
real_value:6.00 predict_value:5.22
real_value:6.00 predict_value:5.61
real_value:6.00 predict_value:4.96
real_value:5.00 predict_value:4.65
real_value:6.00 predict_value:5.61
real_value:5.00 predict_value:4.78
real_value:5.00 predict_value:5.09
real_value:5.00 predict_value:5.10
real_value:5.00 predict_value:5.07
real_value:5.00 predict_value:4.70
real_value:5.00 predict_value:4.69
real_value:7.00 predict_value:5.58
real_value:5.00 predict_value:5.45
real_value:5.00 predict_value:4.99
real_value:5.00 predict_value:6.10
real_value:5.00 predict_value:6.10
real_value:6.00 predict_value:5.59
real_value:6.00 predict_value:5.24
real_value:5.00 predict_value:5.17
real_value:5.00 predict_value:5.13
real_value:5.00 predict_value:5.25
real_value:5.00 predict_value:5.06
real_value:5.00 predict_value:5.09
real_value:5.00 predict_value:5.17
real_value:5.00 predict_value:5.13
real_value:6.00 predict_value:6.86
real_value:5.00 predict_value:5.43
real_value:6.00 predict_value:6.86
real_value:5.00 predict_value:5.04
real_value:5.00 predict_value:5.16
real_value:5.00 predict_value:5.24
real_value:6.00 predict_value:5.70
real_value:6.00 predict_value:5.60
real_value:6.00 predict_value:5.76
real_value:4.00 predict_value:6.07
real_value:5.00 predict_value:5.21
real_value:5.00 predict_value:5.21
real_value:5.00 predict_value:5.32
real_value:5.00 predict_value:5.32
real_value:5.00 predict_value:5.32
real_value:5.00 predict_value:5.32
real_value:5.00 predict_value:5.11
real_value:6.00 predict_value:4.99
real_value:5.00 predict_value:5.10
real_value:4.00 predict_value:5.49
real_value:6.00 predict_value:5.67
real_value:5.00 predict_value:4.87
real_value:5.00 predict_value:4.87
real_value:5.00 predict_value:5.14
real_value:5.00 predict_value:5.29
real_value:4.00 predict_value:5.18
real_value:6.00 predict_value:5.36
real_value:5.00 predict_value:5.57
real_value:4.00 predict_value:4.75
real_value:6.00 predict_value:5.43
real_value:6.00 predict_value:5.43
real_value:6.00 predict_value:6.04
real_value:5.00 predict_value:5.36
real_value:5.00 predict_value:5.47
real_value:5.00 predict_value:5.36
real_value:6.00 predict_value:5.46
real_value:5.00 predict_value:5.07
real_value:5.00 predict_value:5.26
real_value:5.00 predict_value:5.26
real_value:5.00 predict_value:5.18
real_value:5.00 predict_value:5.12
real_value:5.00 predict_value:4.95
real_value:6.00 predict_value:4.95
real_value:5.00 predict_value:5.35
real_value:5.00 predict_value:5.16
real_value:5.00 predict_value:5.28
real_value:5.00 predict_value:5.13
real_value:5.00 predict_value:5.15
real_value:5.00 predict_value:5.15
real_value:6.00 predict_value:5.56
real_value:5.00 predict_value:5.06
real_value:5.00 predict_value:5.43
real_value:5.00 predict_value:5.43
real_value:5.00 predict_value:5.10
real_value:5.00 predict_value:5.35
real_value:6.00 predict_value:6.19
real_value:7.00 predict_value:6.08
real_value:4.00 predict_value:5.39
real_value:7.00 predict_value:6.08
real_value:5.00 predict_value:5.26
real_value:5.00 predict_value:5.41
real_value:5.00 predict_value:5.49
real_value:6.00 predict_value:5.47
real_value:7.00 predict_value:6.37
real_value:7.00 predict_value:6.37
real_value:5.00 predict_value:5.03
real_value:5.00 predict_value:5.23
real_value:7.00 predict_value:6.04
real_value:6.00 predict_value:6.34
real_value:6.00 predict_value:5.08
real_value:6.00 predict_value:5.64
real_value:5.00 predict_value:5.37
real_value:6.00 predict_value:5.30
real_value:5.00 predict_value:5.37
real_value:5.00 predict_value:5.67
real_value:5.00 predict_value:4.99
real_value:5.00 predict_value:5.27
real_value:5.00 predict_value:5.16
real_value:6.00 predict_value:5.43
real_value:5.00 predict_value:5.21
real_value:5.00 predict_value:5.17
real_value:6.00 predict_value:5.48
real_value:4.00 predict_value:5.40
real_value:6.00 predict_value:5.69
real_value:6.00 predict_value:5.61
real_value:5.00 predict_value:5.25
